uav_id,hex_id,centroid_x,centroid_y,area_m2,priority,restricted
0,130,40.79967176927272,237.2417897457001,2023.4282112000012,1,False
0,131,89.13654842513876,237.2417897457001,2023.4282112000012,1,False
0,132,137.4734250810048,237.2417897457001,2023.4282112000017,1,False
0,133,185.81030173687083,237.2417897457001,2023.4282112000017,1,False
0,151,16.631233441339702,279.10275286927504,1780.2861517434162,1,False
0,152,64.96811009720574,279.10275286927504,2023.4282112000012,1,False
0,153,113.30498675307177,279.10275286927504,2023.4282112000017,1,False
0,154,161.6418634089378,279.10275286927504,2023.4282112000017,1,False
0,155,209.97874006480384,279.10275286927504,2023.4282112000017,1,False
0,156,258.3156167206699,279.10275286927504,2023.4282112000017,1,False
0,173,40.79967176927272,320.96371599285004,2023.4282112000012,1,False
0,174,89.13654842513876,320.96371599285004,2023.4282112000012,1,False
0,175,137.4734250810048,320.96371599285004,2023.4282112000017,1,False
0,176,185.81030173687083,320.96371599285004,2023.4282112000017,1,False
0,177,234.14717839273686,320.96371599285004,2023.4282112000017,1,False
0,194,16.631233441339702,362.82467911642505,1780.2861517434162,1,False
0,195,64.96811009720574,362.82467911642505,2023.4282112000012,1,False
0,196,113.30498675307177,362.82467911642505,2023.4282112000017,1,False
0,197,161.6418634089378,362.82467911642505,2023.4282112000017,1,False
0,198,209.97874006480384,362.82467911642505,2023.4282112000017,1,False
0,216,40.79967176927272,404.68564224,2023.4282112000012,1,False
0,217,89.13654842513876,404.68564224,2023.4282112000012,1,False
0,218,137.4734250810048,404.68564224,2023.4282112000017,1,False
0,219,185.81030173687083,404.68564224,2023.4282112000017,2,False
0,134,234.14717839273686,237.2417897457001,2023.4282112000017,1,False
0,26,209.97874006480384,27.93697412782516,2023.428211200001,1,False
0,136,330.8209317044689,237.2417897457001,2023.4282112000017,1,False
0,135,282.48405504860284,237.2417897457001,2023.4282112000017,1,False
0,112,209.97874006480384,195.38082662212508,2023.4282112000017,1,False
0,36,693.3475066234641,27.93697412782516,2023.428211200001,1,False
1,291,548.336876655866,530.268531610725,2023.4282112000003,1,False
1,292,596.6737533117321,530.268531610725,2023.4282112000003,1,False
1,293,645.0106299675981,530.268531610725,2023.4282112000003,1,False
1,312,524.168438327933,572.1294947342999,2023.4282112000003,1,False
1,313,572.505314983799,572.1294947342999,2023.4282112000003,1,False
1,314,620.8421916396651,572.1294947342999,2023.4282112000003,1,False
1,315,669.1790682955311,572.1294947342999,2023.4282112000003,1,False
1,316,717.5159449513972,572.1294947342999,2023.4282112000003,1,False
1,333,500.0,613.990457857875,2023.4282112000003,1,False
1,334,548.336876655866,613.990457857875,2023.4282112000003,1,False
1,335,596.6737533117321,613.990457857875,2023.4282112000003,1,False
1,336,645.0106299675981,613.990457857875,2023.4282112000003,1,False
1,337,693.3475066234641,613.990457857875,2023.4282112000003,1,False
1,338,741.6843832793302,613.990457857875,2023.4282112000003,1,False
1,355,524.168438327933,655.8514209814499,2023.4282112000003,1,False
1,356,572.505314983799,655.8514209814499,2023.4282112000003,1,False
1,357,620.8421916396651,655.8514209814499,2023.4282112000003,1,False
1,358,669.1790682955311,655.8514209814499,2023.4282112000003,1,False
1,359,717.5159449513972,655.8514209814499,2023.4282112000003,1,False
1,376,500.0,697.7123841050249,2023.4282112000003,1,False
1,377,548.336876655866,697.7123841050249,2023.4282112000003,1,False
1,378,596.6737533117321,697.7123841050249,2023.4282112000003,2,False
1,379,645.0106299675981,697.7123841050249,2023.4282112000003,1,False
1,380,693.3475066234641,697.7123841050249,2023.4282112000003,1,False
1,398,524.168438327933,739.5733472285999,2023.4282112000003,1,False
1,399,572.505314983799,739.5733472285999,2023.4282112000003,1,False
1,400,620.8421916396651,739.5733472285999,2023.4282112000003,1,False
1,401,669.1790682955311,739.5733472285999,2023.4282112000003,1,False
1,402,717.5159449513972,739.5733472285999,2023.4282112000003,1,False
1,421,596.6737533117321,781.4343103521749,2023.4282112000003,2,False
1,422,645.0106299675981,781.4343103521749,2023.4282112000003,1,False
1,30,403.32624668826793,27.93697412782516,2023.428211200001,1,False
2,35,645.0106299675981,27.93697412782516,2023.428211200001,1,False
2,56,620.8421916396651,69.79793725140014,2023.4282112000008,1,False
2,57,669.1790682955311,69.79793725140014,2023.4282112000008,2,False
2,58,717.5159449513972,69.79793725140014,2023.4282112000008,1,False
2,77,596.6737533117321,111.65890037497513,2023.428211200001,1,False
2,78,645.0106299675981,111.65890037497513,2023.428211200001,1,False
2,79,693.3475066234641,111.65890037497513,2023.428211200001,1,False
2,80,741.6843832793302,111.65890037497513,2023.428211200001,1,False
2,98,572.505314983799,153.5198634985501,2023.4282112000005,1,False
2,99,620.8421916396651,153.5198634985501,2023.4282112000005,1,False
2,100,669.1790682955311,153.5198634985501,2023.4282112000005,2,False
2,101,717.5159449513972,153.5198634985501,2023.4282112000005,1,False
2,120,596.6737533117321,195.38082662212508,2023.4282112000017,1,False
2,121,645.0106299675981,195.38082662212508,2023.4282112000017,1,False
2,122,693.3475066234641,195.38082662212508,2023.4282112000017,1,False
2,123,741.6843832793302,195.38082662212508,2023.4282112000017,2,False
2,29,354.9893700324019,27.93697412782516,2023.428211200001,1,False
3,307,282.48405504860284,572.1294947342999,2023.4282112000003,1,False
3,308,330.8209317044689,572.1294947342999,2023.4282112000003,1,False
3,309,379.1578083603349,572.1294947342999,2023.4282112000003,1,False
3,310,427.49468501620095,572.1294947342999,2023.4282112000003,1,False
3,328,258.3156167206699,613.990457857875,2023.4282112000003,1,False
3,329,306.65249337653586,613.990457857875,2023.4282112000003,1,False
3,330,354.9893700324019,613.990457857875,2023.4282112000003,1,False
3,331,403.32624668826793,613.990457857875,2023.4282112000003,1,False
3,332,451.66312334413396,613.990457857875,2023.4282112000003,1,False
3,349,234.14717839273686,655.8514209814499,2023.4282112000003,1,False
3,350,282.48405504860284,655.8514209814499,2023.4282112000003,1,False
3,351,330.8209317044689,655.8514209814499,2023.4282112000003,1,False
3,352,379.1578083603349,655.8514209814499,2023.4282112000003,1,False
3,353,427.49468501620095,655.8514209814499,2023.4282112000003,1,False
3,354,475.831561672067,655.8514209814499,2023.4282112000003,1,False
3,371,258.3156167206699,697.7123841050249,2023.4282112000003,1,False
3,372,306.65249337653586,697.7123841050249,2023.4282112000003,1,False
3,373,354.9893700324019,697.7123841050249,2023.4282112000003,1,False
3,374,403.32624668826793,697.7123841050249,2023.4282112000003,1,False
3,375,451.66312334413396,697.7123841050249,2023.4282112000003,1,False
3,393,282.48405504860284,739.5733472285999,2023.4282112000003,1,False
3,394,330.8209317044689,739.5733472285999,2023.4282112000003,1,False
3,395,379.1578083603349,739.5733472285999,2023.4282112000003,2,False
3,396,427.49468501620095,739.5733472285999,2023.4282112000003,1,False
3,397,475.831561672067,739.5733472285999,2023.4282112000003,1,False
3,414,258.3156167206699,781.4343103521749,2023.4282112000003,1,False
3,415,306.65249337653586,781.4343103521749,2023.4282112000003,1,False
3,416,354.9893700324019,781.4343103521749,2023.4282112000003,1,False
3,417,403.32624668826793,781.4343103521749,2023.4282112000003,1,False
3,418,451.66312334413396,781.4343103521749,2023.4282112000003,1,False
4,39,838.3581365910621,27.93697412782516,2023.428211200001,1,False
4,40,886.6950132469282,27.93697412782516,2023.428211200001,1,False
4,41,935.0318899027942,27.93697412782516,2023.428211200001,1,False
4,60,814.1896982631291,69.79793725140014,2023.4282112000008,1,False
4,61,862.5265749189952,69.79793725140014,2023.4282112000008,1,False
4,62,910.8634515748612,69.79793725140014,2023.4282112000008,1,False
4,63,959.2003282307272,69.79793725140014,2023.4282112000008,1,False
4,81,790.0212599351961,111.65890037497513,2023.428211200001,1,False
4,82,838.3581365910621,111.65890037497513,2023.428211200001,1,False
4,83,886.6950132469282,111.65890037497513,2023.428211200001,1,False
4,84,935.0318899027942,111.65890037497513,2023.428211200001,1,False
4,85,983.3687665586602,111.65890037497513,1780.286151743418,1,False
4,103,814.1896982631291,153.5198634985501,2023.4282112000005,1,False
4,104,862.5265749189952,153.5198634985501,2023.4282112000005,1,False
4,105,910.8634515748612,153.5198634985501,2023.4282112000005,1,False
4,106,959.2003282307272,153.5198634985501,2023.4282112000005,1,False
4,125,838.3581365910621,195.38082662212508,2023.4282112000017,1,False
4,126,886.6950132469282,195.38082662212508,2023.4282112000017,1,False
4,127,935.0318899027942,195.38082662212508,2023.4282112000017,1,False
4,59,765.8528216072632,69.79793725140014,2023.4282112000008,1,False
4,102,765.8528216072632,153.5198634985501,2023.4282112000005,1,False
4,209,741.6843832793302,362.82467911642505,2023.4282112000017,1,False
5,31,451.66312334413396,27.93697412782516,2023.428211200001,1,False
5,32,500.0,27.93697412782516,2023.428211200001,1,False
5,52,427.49468501620095,69.79793725140014,2023.4282112000008,1,False
5,53,475.831561672067,69.79793725140014,2023.4282112000008,1,False
5,54,524.168438327933,69.79793725140014,2023.4282112000008,1,False
5,73,403.32624668826793,111.65890037497513,2023.428211200001,1,False
5,74,451.66312334413396,111.65890037497513,2023.428211200001,1,False
5,75,500.0,111.65890037497513,2023.428211200001,1,False
5,76,548.336876655866,111.65890037497513,2023.428211200001,1,False
5,94,379.1578083603349,153.5198634985501,2023.4282112000005,1,False
5,95,427.49468501620095,153.5198634985501,2023.4282112000005,1,False
5,96,475.831561672067,153.5198634985501,2023.4282112000005,1,False
5,97,524.168438327933,153.5198634985501,2023.4282112000005,2,False
5,116,403.32624668826793,195.38082662212508,2023.4282112000017,1,False
5,117,451.66312334413396,195.38082662212508,2023.4282112000017,1,False
5,118,500.0,195.38082662212508,2023.4282112000017,1,False
5,119,548.336876655866,195.38082662212508,2023.4282112000017,1,False
5,137,379.1578083603349,237.2417897457001,2023.4282112000017,1,False
5,138,427.49468501620095,237.2417897457001,2023.4282112000017,1,False
5,139,475.831561672067,237.2417897457001,2023.4282112000017,1,False
5,140,524.168438327933,237.2417897457001,2023.4282112000017,1,False
5,141,572.505314983799,237.2417897457001,2023.4282112000017,1,False
5,159,403.32624668826793,279.10275286927504,2023.4282112000017,1,False
5,160,451.66312334413396,279.10275286927504,2023.4282112000017,1,False
5,161,500.0,279.10275286927504,2023.4282112000017,1,False
5,33,548.336876655866,27.93697412782516,2023.428211200001,1,False
6,145,765.8528216072632,237.2417897457001,2023.4282112000017,1,False
6,146,814.1896982631291,237.2417897457001,2023.4282112000017,1,False
6,147,862.5265749189952,237.2417897457001,2023.4282112000017,1,False
6,148,910.8634515748612,237.2417897457001,2023.4282112000017,1,False
6,149,959.2003282307272,237.2417897457001,2023.4282112000017,1,False
6,166,741.6843832793302,279.10275286927504,2023.4282112000017,1,False
6,167,790.0212599351961,279.10275286927504,2023.4282112000017,1,False
6,168,838.3581365910621,279.10275286927504,2023.4282112000017,1,False
6,169,886.6950132469282,279.10275286927504,2023.4282112000017,1,False
6,170,935.0318899027942,279.10275286927504,2023.4282112000017,1,False
6,171,983.3687665586602,279.10275286927504,1780.2861517434183,1,False
6,188,765.8528216072632,320.96371599285004,2023.4282112000017,1,False
6,189,814.1896982631291,320.96371599285004,2023.4282112000017,1,False
6,190,862.5265749189952,320.96371599285004,2023.4282112000017,1,False
6,191,910.8634515748612,320.96371599285004,2023.4282112000017,1,False
6,192,959.2003282307272,320.96371599285004,2023.4282112000017,1,False
6,210,790.0212599351961,362.82467911642505,2023.4282112000017,1,False
6,211,838.3581365910621,362.82467911642505,2023.4282112000017,1,False
6,212,886.6950132469282,362.82467911642505,2023.4282112000017,1,False
6,213,935.0318899027942,362.82467911642505,2023.4282112000017,1,False
6,214,983.3687665586602,362.82467911642505,1780.2861517434183,1,False
6,231,765.8528216072632,404.68564224,2023.4282112000017,1,False
6,232,814.1896982631291,404.68564224,2023.4282112000017,1,False
6,233,862.5265749189952,404.68564224,2023.4282112000017,1,False
6,234,910.8634515748612,404.68564224,2023.4282112000017,1,False
6,235,959.2003282307272,404.68564224,2023.4282112000017,1,False
6,42,983.3687665586602,27.93697412782516,1780.286151743418,1,False
6,144,717.5159449513972,237.2417897457001,2023.4282112000017,1,False
6,128,983.3687665586602,195.38082662212508,1780.2861517434187,1,False
6,273,717.5159449513972,488.40756848715,2023.4282112000017,2,False
6,37,741.6843832793302,27.93697412782516,2023.428211200001,1,False
6,142,620.8421916396651,237.2417897457001,2023.4282112000017,1,False
6,252,741.6843832793302,446.546605363575,2023.4282112000017,1,False
6,269,524.168438327933,488.40756848715,2023.4282112000017,1,False
6,34,596.6737533117321,27.93697412782516,2023.428211200001,1,False
6,162,548.336876655866,279.10275286927504,2023.4282112000017,1,False
6,38,790.0212599351961,27.93697412782516,2023.428211200001,1,False
6,165,693.3475066234641,279.10275286927504,2023.4282112000017,1,False
7,237,16.631233441339702,446.546605363575,1780.2861517434162,1,False
7,238,64.96811009720574,446.546605363575,2023.4282112000012,1,False
7,239,113.30498675307177,446.546605363575,2023.4282112000017,1,False
7,240,161.6418634089378,446.546605363575,2023.4282112000017,1,False
7,241,209.97874006480384,446.546605363575,2023.4282112000017,1,False
7,259,40.79967176927272,488.40756848715,2023.4282112000012,1,False
7,260,89.13654842513876,488.40756848715,2023.4282112000012,1,False
7,261,137.4734250810048,488.40756848715,2023.4282112000017,1,False
7,262,185.81030173687083,488.40756848715,2023.4282112000017,1,False
7,263,234.14717839273686,488.40756848715,2023.4282112000017,1,False
7,280,16.631233441339702,530.268531610725,1780.2861517434158,1,False
7,281,64.96811009720574,530.268531610725,2023.4282111999999,1,False
7,282,113.30498675307177,530.268531610725,2023.4282112000003,1,False
7,283,161.6418634089378,530.268531610725,2023.4282112000003,1,False
